python3-distro	python3-distro-1.5.0-7.el9.noarch
python3-dnf-plugins-core	python3-dnf-plugins-core-4.3.0-20.el9.noarch
python3-dnf-plugin-versionlock	python3-dnf-plugin-versionlock-4.3.0-20.el9.noarch
python3-dnf	python3-dnf-4.14.0-25.el9.noarch
python3-gobject-base-noarch	python3-gobject-base-noarch-3.40.1-6.el9.noarch
python3-gobject-base	python3-gobject-base-3.40.1-6.el9.x86_64
python3-gpg	python3-gpg-1.15.1-6.el9.x86_64
python3-hawkey	python3-hawkey-0.69.0-13.el9.x86_64
python3-idna	python3-idna-2.10-7.el9_4.1.noarch
python3-iniparse	python3-iniparse-0.4-45.el9.noarch
python3-inotify	python3-inotify-0.9.6-25.el9.noarch
python3-libcomps	python3-libcomps-0.1.18-1.el9.x86_64
python3-libdnf	python3-libdnf-0.69.0-13.el9.x86_64
python3-librepo	python3-librepo-1.14.5-2.el9.x86_64
python3-libselinux	python3-libselinux-3.6-3.el9.x86_64
python3-libsemanage	python3-libsemanage-3.6-5.el9_6.x86_64
python3-libs	python3-libs-3.9.21-2.el9_6.4.x86_64
python3-pip-wheel	python3-pip-wheel-21.3.1-1.el9.noarch
python3-policycoreutils	python3-policycoreutils-3.6-2.1.el9.noarch
python3-pysocks	python3-pysocks-1.7.1-12.el9.noarch
python3	python3-3.9.21-2.el9_6.4.x86_64
python3-pyyaml	python3-pyyaml-5.4.1-6.el9.x86_64
python3-requests	python3-requests-2.25.1-10.el9_6.noarch
python3-rpm	python3-rpm-4.16.1.3-37.el9.x86_64
python3-setools	python3-setools-4.4.4-1.el9.x86_64
python3-setuptools	python3-setuptools-53.0.0-13.el9_6.1.noarch
python3-setuptools-wheel	python3-setuptools-wheel-53.0.0-13.el9_6.1.noarch
python3-six	python3-six-1.15.0-9.el9.noarch
python3-subscription-manager-rhsm	python3-subscription-manager-rhsm-1.29.45.1-1.el9_6.x86_64
python3-systemd	python3-systemd-234-19.el9.x86_64
python3-urllib3	python3-urllib3-1.26.5-6.el9_6.1.noarch
python-unversioned-command	python-unversioned-command-3.9.21-2.el9_6.4.noarch
qemu-guest-agent	qemu-guest-agent-9.1.0-15.el9_6.18.x86_64
quota-nls	quota-nls-4.09-4.el9.noarch
quota	quota-4.09-4.el9.x86_64
rdma-core	rdma-core-54.0-2.el9_6.x86_64
readline	readline-8.1-4.el9.x86_64
redhat-release-eula	redhat-release-eula-9.6-0.1.el9.x86_64
redhat-release	redhat-release-9.6-0.1.el9.x86_64
rpcbind	rpcbind-1.2.6-7.el9.x86_64
rpm-build-libs	rpm-build-libs-4.16.1.3-37.el9.x86_64
rpm-libs	rpm-libs-4.16.1.3-37.el9.x86_64
rpm-ostree-libs	rpm-ostree-libs-2025.6-6.el9_6.x86_64
rpm-ostree	rpm-ostree-2025.6-6.el9_6.x86_64
rpm-plugin-selinux	rpm-plugin-selinux-4.16.1.3-37.el9.x86_64
rpm-plugin-systemd-inhibit	rpm-plugin-systemd-inhibit-4.16.1.3-37.el9.x86_64
rpm	rpm-4.16.1.3-37.el9.x86_64
rpm-sign-libs	rpm-sign-libs-4.16.1.3-37.el9.x86_64
rsync	rsync-3.2.5-3.el9.x86_64
runc	runc-1.2.9-2.el9_6.x86_64
samba-client-libs	samba-client-libs-4.21.3-14.el9_6.x86_64
samba-common-libs	samba-common-libs-4.21.3-14.el9_6.x86_64
samba-common	samba-common-4.21.3-14.el9_6.noarch
sed	sed-4.8-9.el9.x86_64
selinux-policy	selinux-policy-38.1.53-5.el9_6.1.noarch
selinux-policy-targeted	selinux-policy-targeted-38.1.53-5.el9_6.1.noarch
setup	setup-2.13.7-10.el9.noarch
sg3_utils-libs	sg3_utils-libs-1.47-10.el9.x86_64
sg3_utils	sg3_utils-1.47-10.el9.x86_64
shadow-utils	shadow-utils-4.9-12.el9.x86_64
shadow-utils-subid	shadow-utils-subid-4.9-12.el9.x86_64
shared-mime-info	shared-mime-info-2.1-5.el9.x86_64
shim-x64	shim-x64-15.8-4.el9_3.x86_64
skopeo	skopeo-1.18.1-3.el9_6.x86_64
slang	slang-2.3.2-11.el9.x86_64
slirp4netns	slirp4netns-1.3.2-1.el9.x86_64
snappy	snappy-1.1.8-8.el9.x86_64
socat	socat-1.7.4.1-6.el9_6.1.x86_64
sqlite-libs	sqlite-libs-3.34.1-8.el9_6.x86_64
squashfs-tools	squashfs-tools-4.4-10.git1.el9.x86_64
ssh-key-dir	ssh-key-dir-0.1.4-1.el9.x86_64
sssd-ad	sssd-ad-2.9.6-4.el9_6.3.x86_64
sssd-client	sssd-client-2.9.6-4.el9_6.3.x86_64
sssd-common-pac	sssd-common-pac-2.9.6-4.el9_6.3.x86_64
sssd-common	sssd-common-2.9.6-4.el9_6.3.x86_64
sssd-ipa	sssd-ipa-2.9.6-4.el9_6.3.x86_64
sssd-krb5-common	sssd-krb5-common-2.9.6-4.el9_6.3.x86_64
sssd-krb5	sssd-krb5-2.9.6-4.el9_6.3.x86_64
sssd-ldap	sssd-ldap-2.9.6-4.el9_6.3.x86_64
sssd-nfs-idmap	sssd-nfs-idmap-2.9.6-4.el9_6.3.x86_64
sssd-proxy	sssd-proxy-2.9.6-4.el9_6.3.x86_64
sssd	sssd-2.9.6-4.el9_6.3.x86_64
stalld	stalld-1.20.4-1.el9_6.x86_64
strace	strace-6.12-1.el9.x86_64
subscription-manager-rhsm-certificates	subscription-manager-rhsm-certificates-20220623-1.el9.noarch
subscription-manager	subscription-manager-1.29.45.1-1.el9_6.x86_64
sudo	sudo-1.9.5p2-10.el9_6.2.x86_64
systemd-journal-remote	systemd-journal-remote-252-51.el9_6.4.x86_64
systemd-libs	systemd-libs-252-51.el9_6.4.x86_64
systemd-pam	systemd-pam-252-51.el9_6.4.x86_64
systemd-rpm-macros	systemd-rpm-macros-252-51.el9_6.4.noarch
systemd	systemd-252-51.el9_6.4.x86_64
systemd-udev	systemd-udev-252-51.el9_6.4.x86_64
tar	tar-1.34-7.el9_6.2.x86_64
teamd	teamd-1.31-16.el9_1.x86_64
tmux	tmux-3.2a-5.el9.x86_64
toolbox	toolbox-0.1.2-1.rhaos4.19.el9.noarch
tpm2-tools	tpm2-tools-5.2-4.el9.x86_64
tpm2-tss	tpm2-tss-3.2.3-1.el9.x86_64
tzdata	tzdata-2026a-1.el9_0.noarch
unbound-libs	unbound-libs-1.16.2-19.el9_6.1.x86_64
usermode	usermode-1.114-6.el9.x86_64
userspace-rcu	userspace-rcu-0.12.1-6.el9.x86_64
util-linux-core	util-linux-core-2.37.4-21.el9.x86_64
util-linux	util-linux-2.37.4-21.el9.x86_64
vim-minimal	vim-minimal-8.2.2637-22.el9_6.2.x86_64
virt-what	virt-what-1.27-1.el9.x86_64
WALinuxAgent-udev	WALinuxAgent-udev-2.13.1.1-1.el9_6.noarch
which	which-2.21-30.el9_6.x86_64
xfsprogs	xfsprogs-6.4.0-5.el9.x86_64
xmlsec1-openssl	xmlsec1-openssl-1.2.29-13.el9.x86_64
xmlsec1	xmlsec1-1.2.29-13.el9.x86_64
xz-libs	xz-libs-5.2.5-8.el9_0.x86_64
xz	xz-5.2.5-8.el9_0.x86_64
yajl	yajl-2.1.0-25.el9.x86_64
zlib	zlib-1.2.11-40.el9.x86_64
zram-generator	zram-generator-0.3.2-7.el9.x86_64
zstd	zstd-1.5.5-1.el9.x86_64
